,0
8596,3
8597,2
8598,3
8599,6
8600,3
8601,0
8602,1
8603,1
8604,1
8605,1
8606,2
8607,1
8608,0
8609,3
8610,3
8611,0
8612,2
8613,0
8614,3
8615,0
8616,1
8617,1
8618,0
8619,2
8620,2
8621,0
8622,0
8623,6
8624,2
8625,3
8626,1
8627,0
8628,3
8629,2
8630,3
8631,0
8632,3
8633,1
8634,3
8635,3
8636,1
8637,1
8638,1
8639,1
8640,3
8641,1
8642,2
8643,2
8644,0
8645,2
8646,3
8647,3
8648,3
8649,0
8650,0
8651,6
8652,2
8653,3
8654,0
8655,2
8656,2
8657,6
8658,1
8659,2
8660,2
8661,0
8662,0
8663,2
8664,3
8665,0
8666,1
8667,1
8668,2
8669,3
8670,0
8671,5
8672,1
8673,1
8674,2
8675,3
8676,2
8677,3
8678,2
8679,2
8680,2
8681,2
8682,0
8683,3
8684,3
8685,3
8686,0
8687,3
8688,3
8689,6
8690,2
8691,3
8692,3
8693,6
8694,0
8695,3
8696,0
8697,3
8698,1
8699,1
8700,5
8701,2
8702,2
8703,1
8704,0
8705,2
8706,2
8707,1
8708,3
8709,3
8710,1
8711,2
8712,2
8713,1
8714,2
8715,2
8716,1
8717,0
8718,2
8719,1
8720,2
8721,1
8722,6
8723,1
8724,1
8725,1
8726,3
8727,1
8728,2
8729,0
8730,3
8731,2
8732,2
8733,2
8734,1
8735,0
8736,0
8737,3
8738,3
8739,3
8740,1
8741,1
8742,1
8743,0
8744,2
8745,2
8746,6
8747,2
8748,2
8749,2
8750,1
8751,1
8752,3
8753,2
8754,2
8755,6
8756,2
8757,2
8758,3
8759,3
8760,3
8761,1
8762,6
8763,2
8764,0
8765,0
8766,0
8767,2
8768,1
8769,3
8770,0
8771,2
8772,3
8773,3
8774,1
8775,2
8776,1
8777,1
8778,3
8779,1
8780,1
8781,2
8782,6
8783,5
8784,1
8785,1
8786,0
8787,2
8788,3
8789,1
8790,2
8791,2
8792,2
8793,2
8794,2
8795,3
8796,0
8797,1
8798,3
8799,3
8800,2
8801,2
8802,3
8803,1
8804,4
8805,3
8806,3
8807,3
8808,3
8809,2
8810,1
8811,1
8812,1
8813,2
8814,3
8815,1
8816,3
8817,0
8818,1
8819,1
8820,2
8821,3
8822,2
8823,1
8824,1
8825,1
8826,2
8827,2
8828,3
8829,0
8830,2
8831,2
8832,3
8833,2
8834,2
8835,5
8836,2
8837,3
8838,2
8839,3
8840,2
8841,6
8842,2
8843,3
8844,2
8845,2
8846,3
8847,2
8848,3
8849,2
8850,3
8851,1
8852,3
8853,6
8854,3
8855,3
8856,3
8857,2
8858,3
8859,2
8860,2
8861,0
8862,2
8863,3
8864,3
8865,2
8866,3
8867,3
8868,1
8869,3
8870,2
8871,3
8872,2
8873,0
8874,3
8875,2
8876,6
8877,2
8878,3
8879,2
8880,2
8881,2
8882,3
8883,2
8884,1
8885,2
8886,3
8887,3
8888,6
8889,2
8890,4
8891,2
8892,3
8893,2
8894,3
8895,3
8896,3
8897,2
8898,6
8899,2
8900,3
8901,3
8902,2
8903,3
8904,3
8905,2
8906,1
8907,2
8908,2
8909,3
8910,2
8911,2
8912,2
8913,6
8914,3
8915,2
8916,1
8917,3
8918,3
8919,2
8920,5
8921,2
8922,0
8923,2
8924,3
8925,3
8926,2
8927,2
8928,5
8929,2
8930,0
8931,5
8932,0
8933,6
8934,2
8935,0
8936,6
8937,2
8938,2
8939,2
8940,0
8941,2
8942,1
8943,2
8944,2
8945,6
8946,2
8947,3
8948,2
8949,1
8950,2
8951,2
8952,1
8953,3
8954,3
8955,0
8956,2
8957,2
8958,3
8959,6
8960,2
8961,2
8962,2
8963,0
8964,3
8965,4
8966,2
8967,6
8968,1
8969,3
8970,2
8971,2
8972,1
8973,2
8974,5
8975,6
8976,2
8977,1
8978,2
8979,2
8980,2
8981,2
8982,6
8983,6
8984,2
8985,0
8986,0
8987,2
8988,2
8989,0
8990,2
8991,5
8992,3
8993,2
8994,3
8995,2
8996,2
8997,2
8998,2
8999,3
9000,6
9001,2
9002,0
9003,2
9004,4
9005,3
9006,2
9007,3
9008,2
9009,2
9010,2
9011,2
9012,2
9013,2
9014,2
9015,2
9016,2
9017,1
9018,2
9019,2
9020,3
9021,2
9022,2
9023,2
9024,3
9025,2
9026,2
9027,0
9028,1
9029,2
9030,4
9031,2
9032,0
9033,3
9034,0
9035,2
9036,2
9037,2
9038,2
9039,3
9040,2
9041,2
9042,2
9043,1
9044,2
9045,2
9046,5
9047,2
9048,1
9049,2
9050,1
9051,2
9052,0
9053,2
9054,2
9055,2
9056,3
9057,2
9058,2
9059,2
9060,2
9061,2
9062,2
9063,3
9064,2
9065,2
9066,2
9067,6
9068,2
9069,3
9070,2
9071,2
9072,1
9073,3
9074,2
9075,0
9076,3
9077,2
9078,2
9079,3
9080,2
9081,4
9082,0
9083,3
9084,2
9085,2
9086,2
9087,6
9088,0
9089,2
9090,3
9091,3
9092,2
9093,3
9094,3
9095,3
9096,2
9097,6
9098,6
9099,4
9100,6
9101,6
9102,3
9103,3
9104,2
9105,2
9106,2
9107,2
9108,3
9109,6
9110,3
9111,2
9112,2
9113,3
9114,2
9115,3
9116,1
9117,6
9118,6
9119,1
9120,1
9121,0
9122,2
9123,2
9124,0
9125,2
9126,3
9127,6
9128,2
9129,3
9130,2
